image_name|comment;
1538738682.jpg| A child is sleeping in a car .;
15558523.jpg| A young man is standing in front of the Candy Cafe with a small tree with pink flowers in the front of the building .;
15558523.jpg| A man wearing a blue shirt , a blue hat , and an apron is standing outside the Candy Cafe on a sunny day .;
15558523.jpg| A man in a blue shirt and cap is standing in front of the Candy Cafe .;
15558523.jpg| A worker in a blue shirt is standing in front of a business .;
15558523.jpg| A man in a blue hat and shirt walks past the Candy Cafe .;
1559709077.jpg| A man attempts to fix a bike wheel on the side of a street near several motorbikes .;
1559709077.jpg| A man repairing a bicycle tire while his customer asks him questions .;
1559709077.jpg| The man from SUA Honda is fixing the bike tire .;
1559709077.jpg| a mexican man fills a tire for a motorcycle;
1559709077.jpg| A man hammers on a motorcycle wheel .;
1559931223.jpg| A large crowd is assembled on an outdoor street scene , with toy balloons visible and a woman walking a pink bicycle in the foreground .;
1559931223.jpg| Crowd in an Asian city surrounding a man , in the foreground a woman holding a purple bicycle overlooking the scene .;
1559931223.jpg| Several people , two with bikes , gathered at a crowded area in an Asian country .;
1559931223.jpg| People are crowded together on a street .;
1559931223.jpg| A crowd is standing in the street .;
1559968723.jpg| Two older boys ice skating with a small boy in between them .;
1559968723.jpg| Parents teaching a young child how to ice skate .;
1559968723.jpg| A group of three people ice skating .;
1559968723.jpg| Two men and a boy ice skating .;
1559968723.jpg| two teens and a kid ice skating;
1566117559.jpg| A little white dog with long fur stands on his hind legs .;
1566117559.jpg| A white , fluffy dog is standing on its hind legs .;
1566117559.jpg| A small white dog stands on its hind legs .;
1566117559.jpg| The white dog is begging .;
1566117559.jpg| A little white dog begs .;
157192048.jpg| A man in a black jacket in jeans takes a photograph of a man posing on the street in a silver suit .;
157192048.jpg| A man dressed in a shiny astronaut suit poses for a photographer on a city sidewalk .;
157192048.jpg| A man on a city street is taking a photograph of someone dressed up like a spaceman .;
157192048.jpg| A man takes a picture of someone on the sidewalk dressed in a silver costume .;
157192048.jpg| A man wearing a jacket and jeans taking a picture of a spaceman in the city .;
1576185717.jpg| a girl in a red top bowls a cricket ball at a boy in a yellow shirt who is in front of the wicket holding a bat .;
1576185717.jpg| A young boy and girl playing baseball in a grassy field .;
1576185717.jpg| A boy and yellow and girl in red playing cricket .;
1576185717.jpg| Two young children playing cricket in a field .;
1576185717.jpg| A boy and girl playing cricket;
1577667570.jpg| A young woman in sweatpants looks behind her while standing near the public toilets .;
1577667570.jpg| A woman in a black shirt is standing next to the public toilets .;
1577667570.jpg| A woman stretches her calves next to a public restroom .;
1577667570.jpg| A woman in sweatpants is standing by the toilets .;
1577667570.jpg| A woman standing outside two unisex bathrooms .;
1579198375.jpg| Woman singing with a microphone next to a person playing guitar .;
1579198375.jpg| A woman sings into a microphone by a guy playing a guitar .;
1579198375.jpg| A woman sings in a club with a guitarist behind her .;
1579198375.jpg| A female performer singing with her band .;
1579198375.jpg| A band performs in a dimly lit setting .;
1579287915.jpg| A man in shorts and a black jacket stands on top of a big rock looking down on hills and valleys .;
1579287915.jpg| A lone man stands on a rocky outcropping and looks out over the wilderness .;
1579287915.jpg| Man standing on edge of large rock overlooking scenic view .;
1579287915.jpg| A man is standing on a big rock overlooking a valley .;
1579287915.jpg| A man stands atop a large mountain of rocks .;
158857536.jpg| A man with a guitar , in cowboy boots and underwear , is standing in a street next to a woman , with yellow taxicabs in the background .;
158857536.jpg| The naked cowboy outside of the Bank of America is talking to a redheaded woman as cabs drive by .;
158857536.jpg| A man wearing only a cowboy hat , cowboy boots , and underwear talks to a woman on a city street .;
158857536.jpg| A man in cowboy boots , briefs and holding a guitar , holds a woman 's arm .;
158982617.jpg| A man , which is in his kitchen , beats a batter inside a bowl beside empty pans and a spatula .;
158982617.jpg| A man is a green shirt stirs a bowl of mix near a stove with two frying pans .;
158982617.jpg| A man in a green shirt and white shorts is making pancakes for breakfast .;
158982617.jpg| A man is stirring ingredients in a bowl while standing in a kitchen .;
158982617.jpg| A young man in a green t-shirt is stirring ingredients in a kitchen .;
1598085252.jpg| Dog running after another dog in a grassy field .;
1598085252.jpg| The Doberman is running through the tall grass .;
1598085252.jpg| A dog is resting in a grassy field;
1598085252.jpg| A dog runs through tall grass .;
1598085252.jpg| A dog in a field .;
1605250088.jpg| A man in a trench coat walks down a boardwalk carrying a guitar in its case .;
1605250088.jpg| The musician in the brown coat is walking in his tennis shoes .;
1605250088.jpg| A man in a brown trench coat carrying a guitar case .;
1605250088.jpg| A man is walking down the street with his guitar;
1605250088.jpg| A man is walking with a guitar case .;
1616086463.jpg| Four people wearing chains standing in a glass box .;
1616086463.jpg| A group of people protesting by selling humans .;
1616086463.jpg| People stand chained in a glass box .;
162060045.jpg| A man in a safety vest and black hat wearing rubber gloves is crouched down on a corner of an intersection , doing something with a stick .;
162060045.jpg| A worker wearing a bright vest and black clothes is picking up trash on the ground while people cross the street behind him .;
162060045.jpg| A construction worker crouched and working on a busy street wearing a bright vest .;
162060045.jpg| A man in a high-visibility vest cleans up trash at an intersection .;
162060045.jpg| A person in a yellow safety vest kneeling in the street .;
1621733153.jpg| A baby girl in a light blue and pink dress leaning on a stone platform outdoors .;
1621733153.jpg| A baby girl in a blue dress is standing on a rock wall near a tree .;
1621733153.jpg| This is baby , dressed in blue , standing barefoot on a stone .;
1621733153.jpg| A toddler in a blue dress holding himself up on a rock .;
1621733153.jpg| A pretty baby girl posing on a rock wall;
1626754053.jpg| A black and white dog leaps to catch an orange Frisbee .;
1626754053.jpg| A black and white dog is going after an orange Frisbee .;
1626754053.jpg| A black and white dog prepares to catch a Frisbee .;
1626754053.jpg| a dog about to jump to catch a Frisbee;
1626754053.jpg| dog jumping for Frisbee;
16396183.jpg| Two men are standing outdoors on a sunny day holding pieces of a new item , possibly a small grill , while one of the men studies the assembly instructions .;
16396183.jpg| Two men , one in a gray shirt and one in a black shirt and orange shorts wearing glasses are reading a piece of paper .;
16396183.jpg| While outside , two men are reading instructions on how to put a cooking grill together .;
16396183.jpg| Two men needed to read the directions while attempting to build an object .;
16396183.jpg| Two men are outside while assembling a grill .;
165772854.jpg| An older man with a white beard , wearing a blue shirt and blue baseball cap , is playing guitar to a small black girl sitting on a red stool .;
165772854.jpg| A man with long hair and a blue shirt is sitting outside with his guitar case open , laughing as a young girl sits and watches .;
165772854.jpg| A man in a blue cap is playing a guitar while a young girl sits on a stool across from him and listens .;
165772854.jpg| A bearded hairy musician happily plays his guitar for a young black girl .;
165772854.jpg| A guitarist performing for a young child .;
16639719.jpg| A group of people camping out surrounding a fire pit , some are sitting in chairs others on the ground , and one is poking the fire in a nightly and dark surrounding .;
16639719.jpg| Five people sitting around a campfire , one of them puts a stick in the fire .;
16639719.jpg| people surrounded around a campfire while one guy is stoking the fire;
16639719.jpg| Four campers enjoy an evening around a wood fire .;
16639719.jpg| Some people are gathered around a fire .;
166774567.jpg| Woman in a leopard print outfit , walking in the street and a man in a dark blue jacket and denim jeans walking in the opposite direction .;
